,airline_sentiment,airline_sentiment_confidence,negativereason,negativereason_confidence,airline,name,retweet_count,text
9214,negative,0.6769,Flight Booking Problems,0.6769,US Airways,caneryilmz,0,usairways use skyscanner travel agency called u said call travel agency
9215,negative,1.0,longlines,0.3523,US Airways,MSFHQ,0,usairways finally spoke someone email refund dept love guy 6 hour line told dice suck
9216,neutral,0.6696,None,0.0,US Airways,roanwild,0,usairways yes delta
9217,negative,1.0,Flight Booking Problems,0.6869,US Airways,jkfreeman1,0,usairways well thought hour ago found seat
9218,negative,1.0,Bad Flight,1.0,US Airways,danielromeyn,0,usairways flight 2046 bosclt 222 awful experience exit row seat narrow could move leg unacceptable
9219,negative,1.0,Customer Service Issue,1.0,US Airways,MLasichak,0,usairways yes answered put back hold check request 50 min late flightr nothing
9220,negative,1.0,Customer Service Issue,1.0,US Airways,ChuckManicotti,1,usairways good hold hour httptcowsgyckciio
9221,neutral,1.0,None,0.0,US Airways,EverettWJones,0,usairways expedia reserved ticket 2 usaw flight issued 1 responsivethoughts
9222,positive,0.6727,None,0.0,US Airways,Lucas_Henderson,0,usairways worry flight attendant took care
9223,neutral,0.3872,None,0.0,US Airways,Wheres_Papi,0,usairways thanks getting back called number earlier option leave vm ring busy tone
9224,negative,1.0,Customer Service Issue,1.0,US Airways,ChuckManicotti,0,usairways ive hold hour well customer service department weak
9225,negative,1.0,Customer Service Issue,1.0,US Airways,m2gris,0,usairways 53 minute hold reservation
9226,negative,0.6756,Customer Service Issue,0.6756,US Airways,christabtaylor,1,usairways joyadventuremom breastfeeding momma watching story country better work faster response
9227,negative,1.0,Flight Booking Problems,1.0,US Airways,marisa_negri,0,usairways dividendrewards urgently need speak c rep 50k mile havent shown amp ive fulfilled reqs flight booking problem flight today
9228,negative,1.0,Flight Booking Problems,0.6713,US Airways,alec1289,0,usairways ive hold hour bc cc mile arent showing mediocre combo cc amp airline switchingboth
9229,negative,1.0,Customer Service Issue,1.0,US Airways,marisa_negri,0,usairways premium dividendmiles cardholder unacceptable 4 hangup customerservice call twice putting hold
9230,negative,1.0,Can't Tell,0.6871,US Airways,caneryilmz,0,usairways bougth ticket fligths twice dont refund money big problem company refund money dont u pay back
9231,negative,1.0,Late Flight,0.6402,US Airways,JMeszar,0,usairways americanair beyond ridiculous steering problem delay u neveragain wonder sell
9232,negative,1.0,Customer Service Issue,0.6809,US Airways,JustTimMcDonald,0,usairways hi im trying speak someone book travel minor phone keep disconnecting please advise website wont allow
9233,negative,1.0,Flight Booking Problems,0.3505,US Airways,JustPlain_Jake,1,usairways pre schooler develop app thing crash every single time
9234,negative,1.0,Lost Luggage,1.0,US Airways,tracee28,0,usairways flyknoxville bad weather excuse following established luggage procedure noclothesnoinfo
9235,negative,0.635,Late Flight,0.3263,US Airways,MSFHQ,1,usairways hold going 40 minute spending 10 hour delayed denver cause broken plane thanks guy
9236,negative,1.0,Can't Tell,0.6266,US Airways,PrettyMommy86,0,usairways failingyourcustomer one one
9237,negative,1.0,Late Flight,1.0,US Airways,tlawler28,0,usairways philacarservice look like long trip cancun philly 9 hour late flight seriously
9238,negative,1.0,Customer Service Issue,0.6733,US Airways,chuckbaker5,1,usairways yet another delaymissed connectionand customer service attitude wow
9239,negative,1.0,Flight Booking Problems,0.6764,US Airways,PrettyMommy86,0,usairways 122322 unusable fund book usairwaysfailscustomers
9240,positive,0.3709,None,0.0,US Airways,kiasuchick,0,usairways americanair bring guinea pig small pet carrier onboard flight
9241,negative,1.0,Customer Service Issue,1.0,US Airways,MLasichak,1,usairways noservice good luck trying reach human twice sat hold 50 min neveragain
9242,negative,1.0,Late Flight,1.0,US Airways,RoxyShepherd,1,usairways every single time fly guy delayed least 30 minute every time flight 5612 clt nola
9243,negative,1.0,Flight Attendant Complaints,1.0,US Airways,BernadetteGH,0,usairways ok flight attendant talk nasty passenger go get drink restroom shocked listening
9244,positive,1.0,None,0.0,US Airways,golfowens,0,usairways good work flight 1798 crew chairman recognition even coach many missedupgrades late flightly whats
9245,negative,1.0,Cancelled Flight,0.3571,US Airways,JulesMonacelli,0,usairways changed flight 6 time 1 trip bumped delta amp great experience never flying u air never
9246,negative,1.0,Late Flight,0.3441,US Airways,madison_mason,1,usairways cant wait never fly always delayed always lose bag rudest people planet southwest best
9247,neutral,1.0,None,0.0,US Airways,bbuck22,0,usairways sent email customerrelationsaacom work
9248,negative,1.0,Bad Flight,0.642,US Airways,jkfreeman1,0,usairways sat ramp 45 min missed connection one seems concerned usairways
9249,negative,1.0,Customer Service Issue,1.0,US Airways,Ward1987M,0,usairways difficult work baggage claim dont answer phone
9250,negative,1.0,Customer Service Issue,1.0,US Airways,Wheres_Papi,0,usairways lost id plane trouble finding contact lost found cleveland hopkins airport please help
9251,negative,1.0,Flight Attendant Complaints,0.3846,US Airways,BradleyPollock,0,usairways better intel said plane due 630 flightaware app say 645
9252,negative,1.0,Late Flight,1.0,US Airways,BradleyPollock,0,usairways likely flightaware say plane still durango hasnt departed
9253,negative,1.0,Can't Tell,0.6816,US Airways,mitchsunderland,0,little late flight suck rt usairways mitchsunderland oh mitchell agent happy offer available option
9254,neutral,1.0,None,0.0,US Airways,MenloZZPest,0,usairways hii travel question could please follow dm
9255,negative,1.0,Customer Service Issue,0.6252,US Airways,jasemccarty,0,usairways didnt
9256,neutral,0.6526,None,0.0,US Airways,BradleyPollock,0,usairways general announcement
9257,neutral,0.6866,None,0.0,US Airways,PhilaCarService,0,usairways whats going u airway flight 805 diverted charlotte
9258,neutral,0.6739,None,0.0,US Airways,jasemccarty,0,usairways id suggest proper information dissemination staff timely amp relevant schedule prevent future
9259,negative,1.0,Lost Luggage,0.3708,US Airways,maggie_randall,1,usairways patient especially first time never fly
9260,negative,1.0,Late Flight,1.0,US Airways,JMeszar,0,usairways seriously every flight past 2 day delayed every single one terrible
9261,negative,1.0,Can't Tell,1.0,US Airways,bbuck22,0,usairways want heard discus many issue trip
9262,negative,1.0,Customer Service Issue,1.0,US Airways,BradleyPollock,1,usairways whats flight 5545 gate agent plane phx b18 nice customer service
9263,negative,0.6307,Can't Tell,0.6307,US Airways,jasemccarty,0,usairways embarrassing
9264,negative,1.0,Flight Attendant Complaints,0.6883,US Airways,jasemccarty,0,usairways im still disappointed apparently ok flight attendant isnt current policy argue traveler
9265,negative,1.0,Lost Luggage,1.0,US Airways,Gregm528,0,usairways yes know industry procedure baggage thanks helping impossible connection started
9266,negative,1.0,Late Flight,1.0,US Airways,FaknilO,0,usairways agree per captain issue happened boarding amp sat plane almost 2 hr
9267,negative,1.0,Late Flight,1.0,US Airways,jasemccarty,0,usairways despite tailwind still late flight
9268,negative,1.0,Customer Service Issue,1.0,US Airways,bbuck22,0,usairways 1500 character enough convey issue directed emailmailtocustomerrelationsusairwayscom unmonitored bad
9269,positive,0.3449,None,0.0,US Airways,maria_sangria,0,usairways thanks sent dm baggage issue
9270,negative,1.0,Lost Luggage,1.0,US Airways,maggie_randall,1,usairways able locate insane trust pay look thing lost
9271,negative,1.0,Flight Attendant Complaints,1.0,US Airways,jasemccarty,0,usairways yet flight attendant argued exec plat benefit
9272,negative,1.0,Customer Service Issue,0.3733,US Airways,pisanijoe,0,usairways please stop asking week place bag size check itfits httptcoaurn07pwd4
9273,negative,0.6712,Late Flight,0.6712,US Airways,theF4rns,0,usairways toe whether im going make flight back boston tonight
9274,negative,0.6762,Customer Service Issue,0.6762,US Airways,bellaljoseph,0,usairways americanair need check candy w working flight 449 iah phx usairways reason always choose delta rude
9275,neutral,0.6526,None,0.0,US Airways,rkaradi,0,usairways americanair explain come get free upgrade u exe plat exit row seating wout paying confused
9276,negative,1.0,Late Flight,1.0,US Airways,urimiscott,0,usairways yes ground crew finally showed plane could depart late flight
9277,negative,0.6768,Late Flight,0.3434,US Airways,rgarrets,0,usairways 686 delayed due tail wind need jump 521 sea leaving time arrives chance hold
9278,neutral,1.0,None,0.0,US Airways,joyadventuremom,0,usairways submitted request would appreciate call 9am eastern thank
9279,neutral,0.695,None,0.0,US Airways,Tai00,0,usairways need email customer service help question please provide email address
9280,neutral,0.7083,None,0.0,US Airways,VincesViews,0,usairways vincesviews significant number folk 686 connecting 599 minute hold would make many happy
9281,neutral,1.0,None,0.0,US Airways,Tai00,0,usairways help
9282,negative,1.0,Flight Attendant Complaints,0.6882,US Airways,jasemccarty,0,usairways anything done make flight attendant aware aa member benefit embarrassing argued happened
9283,neutral,1.0,None,0.0,US Airways,Tai00,0,usairways question need talk someone email give email address thanks
9284,negative,1.0,Lost Luggage,0.6941,US Airways,Gregm528,1,usairways gregm528 well certainly nothing happening front scene noaccountability disappointing
9285,negative,1.0,Customer Service Issue,0.6764,US Airways,bbuck22,1,usairways 4 hour tarmac charleston still cant get response week unacceptable
9286,positive,0.6612,None,0.0,US Airways,TessHackworthy,0,usairways customer service best rachel took great care u phx airport httptcohg7veqhghy
9287,neutral,1.0,None,0.0,US Airways,flyidca,0,usairways amp americanair plane grandcayman httptcogx7qbtckbr
9288,negative,1.0,Can't Tell,1.0,US Airways,monky797,0,usairways never fly u airway
9289,negative,0.6559,Late Flight,0.3333,US Airways,jennliedel,1,usairways strike againlate flight crew 34 trip maintenance 24 worth extra 200trip le hassle fewer delay
9290,neutral,1.0,None,0.0,US Airways,maria_sangria,0,usairways follow dm
9291,negative,1.0,Late Flight,1.0,US Airways,zacktzane,1,usairways get bumped 6pm birmingham delayed pilot scheduled dont enough hour together fail
9292,negative,0.6806,Lost Luggage,0.6806,US Airways,MarshallSchwart,0,usairways yes thanks took forever
9293,negative,0.6701,Late Flight,0.6701,US Airways,jasemccarty,0,usairways far delayed go look like tailwind going make good news
9294,negative,1.0,Cancelled Flight,1.0,US Airways,zacktzane,0,usairways horrible travel day w airline 220 flight birmingham cancelled flightled w notification couldnt get 405
9295,negative,0.6842,Customer Service Issue,0.6842,US Airways,jasemccarty,0,usairways asked sop said yet 11 flight nothing policy
9296,neutral,0.6446,None,0.0,US Airways,jasemccarty,0,usairways im asking 2 11 non upgraded flight attendant came amp greeted amp thanked business bc exec plat
9297,negative,1.0,Lost Luggage,0.6596,US Airways,hhagerty,0,usairways 24 hr traveling welcome u back home u 4 hr layover get watch going wrong destination
9298,negative,1.0,Flight Attendant Complaints,1.0,US Airways,jasemccarty,0,usairways really embarrassing asking complimentary drinksnack detailed httpstco9za6xb1h89 amp argued
9299,negative,1.0,Lost Luggage,1.0,US Airways,maggie_randall,1,usairways disappointed service received travel nc past day lost baggage twice
9300,neutral,1.0,None,0.0,US Airways,tjelke,0,usairways question downgrade include losing first class get money back httptcolft7qd23sy
9301,negative,1.0,Can't Tell,0.3577,US Airways,mitchsunderland,0,usairways given
9302,negative,1.0,Customer Service Issue,1.0,US Airways,mitchsunderland,1,usairways said could move thursday flight free call number hang
9303,negative,1.0,Cancelled Flight,0.6699,US Airways,mitchsunderland,0,usairways even going acknowledge bumped flight weather arizona
9304,negative,1.0,Can't Tell,0.3333,US Airways,CapitalCam,0,usairways moveup policy really suck united 24 hour policy status wanting move 5am 7am
9305,positive,1.0,None,0.0,US Airways,GEInteriors,0,great management usairways twitter account thank
9306,negative,1.0,Flight Booking Problems,1.0,US Airways,hamervich,0,usairways impossible change buy preferred seat via app
9307,neutral,0.6659,None,0.0,US Airways,tjelke,0,usairways good understand terminology merger brings new verbiage
9308,neutral,1.0,None,0.0,US Airways,VincesViews,0,usairways priv chat help chairman reroute
9309,neutral,1.0,None,0.0,US Airways,HanlonBrothers,0,usairways new marketing song httpstcof2lfulcbq7 let u know think httptcowbhbljjks7
9310,negative,1.0,Customer Service Issue,1.0,US Airways,SLKToday,0,usairways customer service department intent ignoring email query badservice usairways
9311,neutral,1.0,None,0.0,US Airways,VincesViews,0,usairways help chairman flight 686 phx connect 599 sjc miss connection reroute please
9312,negative,1.0,Customer Service Issue,0.6526,US Airways,mitchsunderland,0,usairways airway joke never dealt worse service
9313,negative,1.0,Customer Service Issue,0.6491,US Airways,mitchsunderland,0,usairways great called fucking phone number hung
9314,positive,1.0,None,0.0,US Airways,Taryn_Sunstrom,0,usairways found thank
9315,negative,1.0,Lost Luggage,0.6771,US Airways,Andyba25,0,usairways hhagerty thats lie
9316,neutral,0.6637,None,0.0,US Airways,jasemccarty,0,usairways also explain checked u airway site amp picked standby 1st put list
9317,negative,1.0,Customer Service Issue,1.0,US Airways,Gregm528,1,usairways customer service recording say busy assist hang great touch poorservice gma cbsnews
9318,negative,1.0,Lost Luggage,0.6699,US Airways,Gregm528,0,usairways lack customer service shined need step get lost baggage delta return
9319,negative,1.0,Cancelled Flight,0.6939,US Airways,ciaoholly,0,usairways operate flight without maintenance issue flight inout dca cancelled flighted getting old update fleet pls
9320,negative,1.0,Cancelled Flight,0.3584,US Airways,suetrio,0,usairways took away 1st class seat love chairman preferred assigned row 24 seat b middle seat
9321,negative,1.0,Late Flight,0.6641,US Airways,jasemccarty,0,usairways patience connecting flight need guy every time travel every single time
9322,negative,1.0,Customer Service Issue,0.3561,US Airways,ElmiraBudMan,0,usairways plan changed u call bein able 2 park time plane w 2 hr layover n b able 2 make ur connection seriously
9323,negative,1.0,Customer Service Issue,0.7077,US Airways,TheRachelBloom,0,usairways receipt conf thur flight call help literally hung bc wait time help
9324,neutral,0.6511,None,0.0,US Airways,MBisTired,0,usairways practice give 1st class seat u air employee giving chairman customer sitting coach
9325,positive,1.0,None,0.0,US Airways,FahadHassan,0,usairways thank resolving issue direct flight sfo united
9326,negative,1.0,Can't Tell,0.6411,US Airways,eozonian,0,usairways would help flew bigger plane tlh team mate made training
9327,positive,0.6814,None,0.0,US Airways,Danye33,0,usairways ok thanks
9328,negative,1.0,Customer Service Issue,0.3395,US Airways,tjelke,0,usairways trying get plane phx rno gate saying flight downgraded
9329,negative,1.0,Customer Service Issue,1.0,US Airways,acnewsguy,0,usairways put hold number loooooong time help lostandforgotten
9330,negative,1.0,Late Flight,1.0,US Airways,amy_lombard,1,usairways never unpleasant travel experience life might get flight till tomorrow insane
9331,neutral,1.0,None,0.0,US Airways,FahadHassan,0,usairways direct flight sfo leaving airport virginamerica united please put one
9332,negative,0.6632,Customer Service Issue,0.3474,US Airways,jasemccarty,0,usairways awesome door close 2 minute flight leaf 17 minute plane got wth
9333,positive,0.6283,None,0.0,US Airways,joyadventuremom,0,usairways ill check get airport thanks
9334,negative,1.0,Customer Service Issue,0.3423,US Airways,FahadHassan,0,usairways ticket counter people helping want charge money even horrible day
9335,negative,1.0,Late Flight,1.0,US Airways,FahadHassan,0,usairways ha flight ctl delayed going miss connection please transfer another airline asap httptco1xdlbibclp
9336,positive,1.0,None,0.0,US Airways,DanKolbet,0,usairways thanks reply good note pilot nailed landing seriously kudos
9337,negative,1.0,Customer Service Issue,1.0,US Airways,FahadHassan,0,usairways 555 flight ctl catch 8pm flight sfo empty seat 415 flight wasnt offered awful service continues
9338,negative,1.0,Flight Booking Problems,0.6912,US Airways,joshahamilton,0,usairways fly back charlotte different airport guy flexible like airline
9339,negative,1.0,Flight Booking Problems,0.6769,US Airways,jasemccarty,0,usairways checked standby 1st class find list merger pain
9340,positive,1.0,None,0.0,US Airways,laxer1215,0,usairways 4 great flight delay thank
9341,negative,1.0,Customer Service Issue,1.0,US Airways,Danye33,0,usairways hold 45 minute better time call getting ridiculous
9342,negative,1.0,Flight Booking Problems,0.6858,US Airways,ashtongr8z,0,usairways exchangecredit policy worthless shadier white house dissatisfied nine right
9343,negative,1.0,Can't Tell,0.6407,US Airways,joshahamilton,0,usairways honest question 1way ticket charlotte hub lax 2nd biggest city usa almost 600
9344,neutral,0.6788,None,0.0,US Airways,tjelke,0,usairways one downgrade flight
9345,neutral,1.0,None,0.0,US Airways,smaguire2,0,usairways im shutting data flight want response time land 2 hour
9346,negative,1.0,Lost Luggage,0.6723,US Airways,ElmiraBudMan,0,usairways happened u couldnt get u home next day flydelta flysouthwest flyjetblue theyareallbetter stillnobags
9347,negative,1.0,Can't Tell,0.6289,US Airways,Andyba25,0,usairways never fly usairways
9348,negative,0.6902,Can't Tell,0.6902,US Airways,ElmiraBudMan,0,usairways exhaustion traveling n runnin thru airport tryin 2rent car n killin family anybody road
9349,negative,1.0,Lost Luggage,0.35,US Airways,smaguire2,0,usairways offering give bag usually force passenger state shock
9350,negative,1.0,Can't Tell,0.6992,US Airways,smaguire2,0,usairways power trip felt completely threatened unsafe angry derrick bussey dca would like reiterate
9351,negative,1.0,Late Flight,1.0,US Airways,suetrio,0,usairways thank putting flight leaving late flightr original flight booked
9352,neutral,1.0,None,0.0,US Airways,smaguire2,0,usairways would willing give benefit doubt say misunderstood went
9353,positive,0.6354,None,0.0,US Airways,Jabis4,0,usairways look flying rock time bird plane nah never mind rock
9354,neutral,0.701,None,0.0,US Airways,ElmiraBudMan,0,usairways doesnt take account 450 cost 2 rent car 2 drive home
9355,negative,1.0,Customer Service Issue,0.6444,US Airways,smaguire2,0,usairways even single unreasonable human planet earth excuse treatment
9356,negative,1.0,Customer Service Issue,0.6633,US Airways,smaguire2,0,usairways supposed business belong customer humiliating
9357,negative,1.0,Flight Attendant Complaints,0.3407,US Airways,smaguire2,0,usairways way treat woman want someone contact explain make acceptable
9358,negative,1.0,Can't Tell,1.0,US Airways,smaguire2,0,usairways citizen fly airline constantly offended derrick bussey im cry airplane im upset
9359,negative,0.7021,Late Flight,0.3617,US Airways,eatmyshorts2263,0,usairways united really know leave someone stranded funeral prop guy really making perfect monday
9360,negative,1.0,Flight Attendant Complaints,0.6736,US Airways,ElmiraBudMan,0,usairways friend telling gate attendant stewardess going notourfaultyoudontuseyourgatesright
9361,neutral,1.0,None,0.0,US Airways,NotClayManship,0,usairways allowed carry suit bag carry bag suit bag hang like jacket would soft sided 48
9362,positive,0.3503,None,0.0,US Airways,KateDeLeal,0,usairways owes tammy winstonsalem call center keeping customer
9363,negative,1.0,Flight Attendant Complaints,0.6632,US Airways,smaguire2,0,usairways jetway felt disrespectful never treated way particularly trying good c
9364,negative,1.0,Flight Attendant Complaints,0.6527,US Airways,smaguire2,0,usairways disrespect even begin explain issue woman literally yelled pulled
9365,negative,1.0,Lost Luggage,1.0,US Airways,Taryn_Sunstrom,0,usairways happens isnt located
9366,negative,1.0,Flight Attendant Complaints,0.6792,US Airways,smaguire2,0,usairways want speak someone immediately shaking rage offered hate check bag derrick bussey treated
9367,neutral,0.6922,None,0.0,US Airways,charmellemaria,0,usairways 2500 bag fee golf bag domestic flight
9368,negative,1.0,Cancelled Flight,1.0,US Airways,ElmiraBudMan,0,usairways okay u 2 cancelled flight change flight good 4 u cant logistically figure 2 plane come time
9369,negative,1.0,Customer Service Issue,0.6682,US Airways,josebenegas,0,usairways thanks asked change cost desition nade computer late flight
9370,neutral,1.0,None,0.0,US Airways,DavidAlfieWard,0,usairways hi guy general enquires email address please thanks david
9371,negative,1.0,Customer Service Issue,0.6805,US Airways,ElmiraBudMan,0,usairways actually cared would one thing sound like dont like told lousy service
9372,negative,1.0,Late Flight,0.3681,US Airways,ElmiraBudMan,0,usairways idiot kept time plane tarmac hour forcing u 10 minute
9373,negative,1.0,Customer Service Issue,1.0,US Airways,KateDeLeal,0,usairways cust svc let slip previous cust svc lied supervisor amp corporate ph 200 change 130 tix thx
9374,neutral,1.0,None,0.0,US Airways,putajerseyon,0,usairways following
9375,neutral,1.0,None,0.0,US Airways,putajerseyon,0,usairways sorry didnt realize wasnt following
9376,negative,1.0,Customer Service Issue,0.6575,US Airways,TheVoiceofBrian,0,usairways please fix reservation phone system weatherbackup could possibly bad 10 day goodgriefpeople
9377,positive,0.6889,None,0.0,US Airways,farrellbone,0,usairways made thanks help
9378,positive,0.6989,None,0.0,US Airways,ShawnHFoster,0,usairways huge prop parizad checkin sacramento help friday get 3 u home airline delayed
9379,neutral,0.6894,None,0.0,US Airways,charmellemaria,0,usairways additional charge golf bag club shoe golf ball thats piece luggage check
9380,negative,0.6863,Flight Booking Problems,0.3493,US Airways,Danye33,0,usairways flight voucherconfirmation code enter checkout page flight booking problem pls help
9381,negative,1.0,Late Flight,1.0,US Airways,Jabis4,0,usairways 12 rock hit plane delay never easy day u airway ya never fail let
9382,negative,1.0,Customer Service Issue,1.0,US Airways,ElmiraBudMan,0,usairways fyi ill writing registered letter 2 ceo line 4 shameful treatment reaction got
9383,negative,1.0,Lost Luggage,0.6494,US Airways,Taryn_Sunstrom,0,usairways guy cancelled flightled two flight yesterday checked bag huntsville went missing philly
9384,neutral,1.0,None,0.0,US Airways,AshMichelle831,0,usairways apply ur credit card automatically get companion certificate wait
9385,negative,1.0,Customer Service Issue,1.0,US Airways,Bachelorsaurus,0,usairways customer service failure aside one would think guy would care inaccurate manifest im sure tsa would
9386,negative,1.0,Customer Service Issue,1.0,US Airways,ElmiraBudMan,0,usairways find funny phlairport responds dont customer service worst wedontcarebecauseyoupaidalready
9387,negative,0.6702,Flight Attendant Complaints,0.6702,US Airways,ElmiraBudMan,0,usairways get b guy door say door close 10 minute back yet know fact 5 people short
9388,negative,0.6436,Customer Service Issue,0.3465,US Airways,letyak,0,usairways flight rebooked want change seat upgrade 1st class help phone
9389,negative,1.0,Bad Flight,0.4039,US Airways,joyadventuremom,0,usairways need speak customer service agent today 58pm unfortunate incident discrimination today
9390,negative,1.0,Lost Luggage,1.0,US Airways,jessicadrew87,0,usairways cltdouglas slowest baggage claim ever
9391,negative,1.0,Late Flight,0.3444,US Airways,FahadHassan,0,usairways dont blame weather rep counter cost entire day weather printed boarding pas late flight takeresponsibility
9392,negative,1.0,Can't Tell,0.6774,US Airways,josebenegas,0,usairways late flight
9393,negative,1.0,Late Flight,1.0,US Airways,KingFilson,0,usairways delay due refueling control thats true never want fly u airway
9394,positive,0.6774,None,0.0,US Airways,redcat255,0,usairways americanair shout diane eyw helping get u home today instead tomorrow even little late flight
9395,positive,1.0,None,0.0,US Airways,EmmaJLogue,0,usairways made huge relief thanks help
9396,negative,1.0,Lost Luggage,1.0,US Airways,Little_BeerGirl,0,usairways getting u rest bag please received 2 5 help
9397,negative,1.0,Customer Service Issue,0.6722,US Airways,putajerseyon,0,usairways im trying get dad wheelchair one answering dulleswe tried call back onmultiple time
9398,neutral,1.0,None,0.0,US Airways,DanielleWaugh,0,usairways 838 boarded waiting take hopefully
9399,positive,1.0,None,0.0,US Airways,EmmaJLogue,0,usairways thanks hope maybe put good word
9400,negative,1.0,Late Flight,1.0,US Airways,thomashoward88,0,usairways u 728feb 21 arrive 7 hr late flight checked car seat missing replacement available yet arrive 24 hour late flightr
9401,negative,1.0,Lost Luggage,1.0,US Airways,Taryn_Sunstrom,0,usairways guy lost luggage
9402,negative,0.6417,Late Flight,0.3384,US Airways,thomashoward88,0,usairways u 728feb 21 kim say leaving 15 minute paperwork done wheel 15 hour late flightr
9403,negative,0.6749,Customer Service Issue,0.3585,US Airways,thomashoward88,0,usairways u 728feb 21 hour 6 plane u airway representative kim enters deteriorating picture unhelpful assurance
9404,negative,0.6788,Cancelled Flight,0.6788,US Airways,marvinatorsb,0,usairways marvinatorsb thnk responseall flight full couldnt get tmrw cancelled flight go wother airline
9405,negative,0.6277,Late Flight,0.6277,US Airways,thomashoward88,0,usairways u 728feb 21 ground power short third time weary german passenger deplanes make jealous auf wiedersehen
9406,neutral,0.6187,None,0.0,US Airways,thomashoward88,0,usairways u 728 refuel weve sat long pilot announces truck look left actual announcement
9407,negative,1.0,Late Flight,0.6629999999999999,US Airways,EATtoFUEL,0,usairways thanks bag 10 went wrong 22 hour dca san weather issue acceptable
9408,neutral,0.6582,None,0.0,US Airways,AnnaIntheCity,0,usairways americanair trying chg ticket staff member leaving org flywere nonprofitcant make exception
9409,negative,1.0,Customer Service Issue,1.0,US Airways,_leekinney,0,usairways speak human need 2 find bag delayed 221 website 800 telling 2 different thing got hung 2x
9410,negative,1.0,Bad Flight,0.6848,US Airways,thomashoward88,0,usairways u 728 one water run planet smallest water bottle applaud looking environment
9411,negative,1.0,Late Flight,1.0,US Airways,thomashoward88,0,usairways u 728 nope getting 3 hour plane 4 pilot announcement one water run planet smallest water bottle
9412,neutral,0.7015,None,0.0,US Airways,thomashoward88,0,usairways u 728 wait gate opened back go good maybe get
9413,negative,1.0,longlines,0.6701,US Airways,thomashoward88,0,usairways u 728 uh oh gate truck come u
9414,negative,0.6632,Can't Tell,0.3368,US Airways,thomashoward88,0,usairways u 728 returned gate get mel sticker oh look heard pilot clue mel sticker anyone
9415,negative,1.0,Customer Service Issue,1.0,US Airways,Jess_Yoga,0,usairways spent hour phone got
9416,negative,1.0,Bad Flight,1.0,US Airways,thomashoward88,0,usairways u 728 lost ground power three different time grounded endlessly without air light entertainment
9417,negative,1.0,Flight Attendant Complaints,1.0,US Airways,thomashoward88,0,usairways u 728 pilot started flight announcing arrival gatwick heathrow moment concern aboard
9418,negative,1.0,Customer Service Issue,0.6772,US Airways,thomashoward88,0,usairways u 728 stated issue one around close said door strange hearing pilot long period
9419,negative,1.0,Bad Flight,0.684,US Airways,ac_choplick,0,usairways seat 8d flight 545 last night worst seat ive ever leg room dividendsmember httptconuhplnxriq
9420,negative,1.0,Flight Attendant Complaints,0.6723,US Airways,Blasterjaxx,1,usairways one worker rude u tell dm cuz wont good publicity
9421,negative,0.652,Late Flight,0.342,US Airways,thomashoward88,0,usairways u 728 stated issue plane moving cargo door open plane umm ok little strange
9422,negative,1.0,Late Flight,1.0,US Airways,KingFilson,0,usairways flight delayed missed connecting flight stuck philadelphia night hotel voucher thanks nothing
9423,neutral,0.6729,None,0.0,US Airways,thomashoward88,0,usairways u 728 stated issue kept plane ground allow connecting passenger flight board fine understand
9424,negative,1.0,Customer Service Issue,1.0,US Airways,BriRose16,0,usairways speak human compassion wrote email discus experience received generic sorry email back
9425,negative,1.0,Bad Flight,0.3499,US Airways,Bachelorsaurus,0,usairways take look 1715 f seat filled someone upgraded friend instead following rule
9426,negative,1.0,Customer Service Issue,0.6532,US Airways,FahadHassan,0,usairways back line terminal phone guy couldnt help one person front 20 min wait httptcohqhdad7fvk
9427,negative,1.0,Customer Service Issue,1.0,US Airways,MediatorTerry,0,usairways understand im resorting twitter help available gate occurred phone afterward
9428,negative,1.0,Late Flight,1.0,US Airways,EmmaJLogue,0,usairways going miss connection due another tarmac delay us5268 4050 need flight home today please
9429,negative,1.0,Can't Tell,0.3662,US Airways,thomashoward88,0,usairways im expecting 400 reimbursement unprofessional decision us728 21 feb check full complaint box
9430,negative,0.7128,Late Flight,0.7128,US Airways,EmmaJLogue,0,usairways whats deal flight 5268 dca phl boarded time left gate min late flight sat tarmac
9431,negative,1.0,Late Flight,0.7118,US Airways,Mister617,0,usairways stranding student trying get birmingham clt overnight wo help better avduffy
9432,negative,0.6563,Customer Service Issue,0.3437,US Airways,putajerseyon,0,usairways really need help asap please make quick thx
9433,negative,1.0,Customer Service Issue,0.3422,US Airways,juliebartz,0,usairways well going help ivebeen hold 3 hr amp client want ff nbr record he elite waa
9434,negative,1.0,Lost Luggage,1.0,US Airways,putajerseyon,0,usairways hi lost father wheelchair every time call get voicemail dad need go home please dm
9435,negative,1.0,Late Flight,0.6492,US Airways,B_Flight5508,0,usairways 4 segment 44 delayed gnv gt ctl ctl gt jan jan gt ctl ctl gt gnv year flying guy way go
9436,negative,1.0,Cancelled Flight,0.3491,US Airways,KyleHanagami,0,usairways charging 200 take flight lol last time fly
9437,negative,1.0,Lost Luggage,0.6528,US Airways,johnhughesrocks,0,usairways yes say bag delivered local number say open asked main cust service got hung
9438,negative,0.6615,Bad Flight,0.3409,US Airways,DanKolbet,0,usairways row 16 flight 634 today youre looking specific run home depot wd40 need
9439,negative,1.0,Late Flight,0.6617,US Airways,DanKolbet,0,usairways seriously buy wd40 a319 operating flight 634 geg phoenix every seat squeak w every shift still ground
