,unique_id,review_text,rating,sentiment
4628,B0009OAHIW:d_&_g_light_blue:c._r._quince,I loved it and guys really love it.  The smell is so fresh and clean.,5.0,positive
4629,B000GTRWZ6:hydrabrush_is_an_excellent_power_toothbrush:j._boltz,"Hydrabrush is an excellent power toothbrush because the brushHead has more surfaces to get at your teeth and gum line making the brushing very comfortable and refreshing afterwards. I use the soft brushHead because I used to have gingivitis and my gums were red and swollen, but since using the Hydrabrush and the 8 brushes (4 on each side) I don't have to worry about missing when I brush my teeth. Excellent product.",5.0,positive
4630,B000053389:be_careful:m._hall,I used this product and apparently was allergic to one or more of the ingredients.  It burned my face.  The redness took almost a week to clear and my skin actually peeled off.  It was quite painful.,1.0,negative
4631,111077,Cruisers provide a good fit with almost no leaking.  They're comfy on our little guy.  We have tried other brands and prefer this one,5.0,positive
4632,"B000AYYK5M:saved_me_from_taking_antibiotics_for_sinus_infection:daniel_remer_""djr""","I was all set to do the typical 10 day antibiotic course for a sinus infection (I even had bought the antibiotics), but decided to try this first. It is very effective in clearing the sinuses, nose, throat and lungs. Couple things:1. It makes a minor mention of using a solution (if desired) in the tank provided. I used Vicks. It more than doubles the steam output. So even if you don't get a solution, use plain water. Without it, the output is not impressive.2. If you do get Vicks, get your magnifying glass out and read the dilution instructions. They do not make it clear without reading the fine print that it is a highly concentrated solution. If you add it undiluted, I think you'll go blind...I highly recommend this unit",5.0,positive
4633,"B0001HYMFG:very_dissappointed:elizabett_""everquest_goddess""","I bought this Hummingbird Flosser kit thinking that it could do the same work that my tired and circulation restricted fingers do.  It failed in getting between even my not-so-tightly spaced teeth.  I guess I'll stick with Oral B Ultra Floss since it works.  If your teeth are very tight/close together, I would suggest that you not buy the Hummingbird flosser",1.0,negative
4634,B000LPXYRU:sleep_md_is_just_melatonin..don't_waste_your_money:k._lewis,"All Sleep MD is, is Melatonin with a bunch of other herbs that do nothing mixed in. You can get Melatonin at any grocery or drug store at a fraction of the cost. Melatonin is a wonderful sleep aid, but you don't need to spend a bunch of money or take additional herbs to benefit from it! Sleep MD is a total rip off",2.0,negative
4635,B000050B6D:works_as_well_as_the_much_more_expensive_ones!:kathy_engelhard,"I can't believe what a difference it makes to shop with Amazon.  Here are exactly the same products that Norelco has for so much cheaper!  They work great, too",5.0,positive
4636,"B000FFS868:excellent_product.:soli_deo_gloria_""sdg""",My mother other people with arthritis have thanked for me much this product. He is excellent. I recommend it totally.,5.0,positive
4637,B000065DK2:the_best_straightener_out_there:katherine_l._foster,"I never thought that I could get my hair straight enough to actually like it.  Until I found this VS Sassoon straightener.  It is THE BEST!!  I use it all the time and I love the way that it makes my hair look shiny and feel feather soft.  I would tell anyone with wavy or curly hair who wants super straight, soft hair, to use this product.  You can't go wrong!",5.0,positive
4638,"B000GP5HJI:yum:omar_sultan_""omar""",This is an awesome protein powder.  It tastes great and seems to have have the right components,5.0,positive
4639,B0000AHSAA:i_feel_cheated:matt_winston,"I bought this scale because I was embarking on a new fitness plan. After losing 40lbs and getting in shape, I wanted to become stronger, to add muscle, while not gaining the fat I had worked so hard to lose. I bought this scale to monitor different fitness programs, the key being that I could now distinguish between gains in fat and gains in lean mass--muscle. For almost I year I exercised at least 5 times a week, much of it weightlifting, but also running, swimming, soccer and many other activities. During that time I kept track of everything I ate. Sometimes I would keep a positive energy balance, to gain muscle while not gaining or minimizing fat, other times I would have a negative energy balance to lose fat while not losing or minimizing muscle gain. The Nutrition portion of my plan I got from the excellent book Power Eating by Susan M. Kleiner.It's been roughly a year, and I feel great. When I play soccer I feel as swift as a bird and as strong as a snake. I can lift considerably more weight then a year a go. And when I look in the mirror, I not only look bigger, but more defined. I believe I have gained a considerable amount of muscle, perhaps 5 pounds, and lost an equal amount of fat.I say I believe because according to the scale I am exactly where I was a year ago. When I was gaining weight, the scale always said it was roughly 50/50, and when I lost weight it was roughly the same. I was feeling pretty defeated until I stumbled across some photos of my self from a year ago. The difference is striking and obvious. I can only conclude that the scale consistently overestimated fat gain, and underestimated muscle gain. I know the scale accurately measures my weight because I have checked it against other scales. However, in terms of measuring changes in body composition, the reason I bought the scale, it is total failure.I defense of Weight Watchers, they didn't design the scale with this kind of use in mind. But it seems to me that people just trying to lose weight will be served by a normal scale while those targeting fat but not muscle, would be given bad information from this scale. I am now looking for a new scale, one the claims to monitor changes in muscle mass, but I will much more skeptical of my next scale. I would be very interested in other people experiences, since I am now in the position of not being able to assess fitness program that I have spent a great deal of effort on. If you have any advice or a similar experience please email me at suprruby@sbcglobal.ne",1.0,negative
4640,"B000GHWSDE:nice,_soft_and_comfy:t._bhatia_""frequent_amazon_visitor""",We have been using these Gentle care diapers ever since my son is born and he is 2 months now. There have been no rashes or signs of fussiness due to diaper. I give full 5 stars to this product,5.0,positive
4641,B000GLN398:goodbye_wax!:roberta_j._mccully,"I got this yesterday and tried it. I can't say enough about it. Works great, less pain, mess and hassle of waxing and I LOVE it",5.0,positive
4642,B000C1Z29Q:perfume_purchase:ariana_reyes,"I was extremely pleased with my purchase.  It arrived pretty fast and it was exactly what I wanted.  Very good price, also",5.0,positive
4643,321330,This is the best tasting energy bar I have ever had. My kids love them too. Great high energy snack,5.0,positive
4644,B0000UJC7C:big_disappoinment!!!!:sherry_a._cook,"I ordered this item for my migraines and insomnia...I was really excited when I got it!! Well, guess what? The 'white noise' sounds advertised do not play....I tried a couple sets of batteries. This is not a great product-I will give it this though, it is comfy and blocks out all light. I guess I can give it one star for that",1.0,negative
4645,B000EFHUD6:?????:c._a._freeman,"Its a freakin wet nap, what else can I say? Not much to critique here.I live in a small town & their kind of hard to find so Amazon to the rescue.Pros:1. style(square)2. looks. It doesn't shout ""hey I'm a wet nap""3. shape. It stays put in my truck & doesn't roll around.4. does a great job of what its intended to do, nothiing more.cons:1. Non",5.0,positive
4646,488140,"The monitor works really well. The functions are a bit limited from the perspective of calorie counting and fitness tracking. If you are looking for a good basic monitor, this is a great unit.",2.0,negative
4647,B000052WXM:i_loved_this_lip_balm._it_made_my_...:,I loved this lip balm. It made my lips feel so smooth it seemed to fill in all the ridges and give my lips a youthful look. I enjoyed trying it and will buy it again,5.0,positive
4648,B000F9728Y:happy_customer:geo,I was very happy with my purchase.  The company chose to mail it to me via priority mail in order for it to arrive before Christmas.  I was very pleased!!!!,1.0,negative
4649,B000066PXL:not_very_well_made:the_great_oz,"Of course it works great - for as long as it works. After some time, my unit develped a leak. Unlike better showerheads, the part connecting the head to the hose is assembled in two pieces that separate after time, causing the seals to not set properly, resulting in the kind of leak mine developed. Unless you want to replace your showerhead every couple of years, I'd stay away fom this model. And good luck navigating Watrepik's website to get any help",2.0,negative
4650,B000E7YL4A:yummy!:michelle_babb,"This fragrance is one of my favorites. It is soft, yet slightly sweet and spicy. It is very sensual. I love it!",4.0,positive
4651,"B00008SJXE:this_things_is_just_great.:hannah_e._maximov_""finbina""",I love this little massager.  It works like a little dynamo and it's much better than I thought it would be.  It's an incredible deal for the price.  Give yourself a few minutes with it and you'll walk away more relaxed and serene than you were before.,5.0,positive
4652,B000FFAGKO:singing_in_the_rain:b._wright,"Easy installation, great selection of jets, ....my husband says to tell you that ""the jets can get into every nook and cranny.""  Enough said!  We both like this product and are pleased with the style and quality",5.0,positive
4653,442842,It is a Good and very handy test. Problem is the lancets and it takes 7 days minimum to get the Results. Lancets is a big problem though,4.0,positive
4654,B000FKJSFI:very_good:hellogoodbye,This was the cheapest price I can find for contact solutions. It was a good price for 3 bottles.,4.0,positive
4655,154979,"Read some reviews that say ""my cousin lost 100 pounds by drinking this water and walking a mile a day,"" and ask yourself - wouldn't that guy have lost the exact same weight drinking that much TAP WATER and walking a mile a day?!This water is simply an attempt to fool gullible consumers into paying money for something with absolutely no value. If you won't drink water and exercise unless you have ""special"" water imbued with mythical powers, than by all means, this is the product for you. But if you prefer to save your money, simply exercise, eat healthier, and drink regular tap water",1.0,negative
4656,B000GBID0M:just_perfect:s._hilligoss,Exactly what I wanted... works perfectly... The flosser at the bottom the head of the toothbrush is great at getting between the teeth.  Charges quickly and is convien,5.0,positive
4657,B0007CXX82:the_best_hair_serum_!:tracy_green,This is probably the best serum I have ever used !  It did seem a little pricey to me at first... considering i can just go down to wal mart and buy a bottle of serum for less than half the price of this but it is so worth it !  I got my first bottle of biosilk silk therapy in May and i still have more than half the bottle left !  I use it about 3X a week along with my hair straightener and the results are amazing !  I have a lot of split ends due to coloring and heat styling and this seems to seal them right up.... it also doesnt weigh down your hair and it doesnt have any scent to it which is nice.  I dont think I'll ever switch back to any other hair serum ever again !!,5.0,positive
4658,"B0001BRCVS:a_simple,_yet_effective_device.:jeffrey_smith","I had something similar to this when I was a kid and I used it consistently. The construction quality of this one seems to be higher than the one I remember using 20 years ago. I would recommend this to a sedentary person who needs some activity, but not to someone hoping to get a cardiovascular workout or to bulk up. I had my fingers and toes amputated, so there aren't really a lot of options for me. The included instructions don't really give you a wide range of exercises to do with this, so for it to be effective you may have to invent some new ones with some trial and error. When it wears out (it appears it may be awhile), I will buy another one",5.0,positive
4659,"B000782SQY:i_can't_recommend_these_enough!!!:alexandria&#8482;_""the_fabulous""","I can honestly say that these are the only tweezers you will ever need. I have 900 other pairs and when I misplace these, my eyes well up with tears at the thought of losing them. As a freelance makeup artist, I do A LOT of eyebrow grooming. These tweezers are WONDERFUL and VERY precise. I can reach microscopic hairs, that you can only see in a 10X lighted and magnified mirror, with these babies. These tweezers are also fantastic for splinters, ingrowen hairs, and tackling zits (which you shouldn't be doing . . . tsk tsk).Be careful! They're sharp",5.0,positive
4660,B000E8DLVI:quality_is_worth_the_price:brian_bunting,"While I am by no means a foot massage specialist, I can definitely say that this feels better than a few similar products that I have tried.  And for the price you really can't go wrong giving it a try.As a side note -- I think this is a really good product for people who normally have very ticklish feet.  My girlfriend is one of those people and she was actually able to use and enjoy it without spazzing out like she normally does. :",4.0,positive
4661,"B00013Z0Q0:nature's_broom:christopher_b._priest_""filthy_thieving_brogue""","Garden of Life's Super Seed has done nothing but wonders for my intestinal flora.  It is most definately ""Beyond Fiber"".  I highly recommend it for the whole family.",5.0,positive
4662,B00006WNS1:fast_and_reliable.:caveat_emptor,"The Tanita 6102 is fast and reliable.  It typically displays a result in only a few seconds.  I have tried several heart rate monitors, and I found that this works faster and better than the more expensive models.  It also is capable of displaying higher rates than other monitors",5.0,positive
4663,B0006I8GUC:clic_readers:robert_f._johnson,"I had my original clic readers for about six years before I had to replace them. I love the quality of the lenses, the ease of use and the fact that I do not have to remember where I put them when I took them off. I never take them off and have even  ordered several pair for other people at work. I am a carpenter and other than having to clean sawdust that accumulates on them once in a while, find them to be one  of the most useful tools I own.",5.0,positive
4664,B000FKGIGK:great_product:dn,"I've always used this as a facial moisturizer and love it.  Because I live in Salt Lake, the air is is dry and cold in the winter and dry and hot in the summer, so my face feels protected when I apply this.",5.0,positive
4665,"B0009DT342:for_those_of_you_who_like_foil_shavers,_this_is_the_one_for_you!:anthony_torrez","Shavers fall into two categories, those who prefer rotaries like the Norelco and those who prefer foil shavers. For those of you who like foil shavers, this is the one for you! I've owned the latest Braun 8985 and it was excellent, while it lasted... The charger kept breaking on me (once in the first month [11/2006], then another time 4 months later [3/2007]). It was expensive, and the refills were a pain, pricey, but they worked.After two exchanges I decided to try the norelco 8140XL (speed XL)rotaries, and while they shaved really close, they tore up my neck. The problem only got worse. Returned 3 weeks later.I just got the Panasonic and can say that it definitely shaves closer than both of the tried razors. They shave MUCH faster than the Braun and Norelcos.I'm not sure if I like the ""side to side"" pivoting head, only time will tell. The heads don't pivot up and down as much as the Braun, but once again, time will tell if this is necessary.One MAJOR advantage is that it cleans with soap and water... No expensive refills to hassle over.The panasonic has two noticeable downsides:1. It's louder than other shavers, but who cares? It shaves incredibly fast anyway.2. You can't plug it in and shave... You have to wait until the battery is charged and charger is disconnected to turn it on.This is my favorite razor by far.",5.0,positive
4666,B00006AMSM:great_shaver!__especially_for_sensitive_skin.:gregory_deckard,"I've had it for a month now and I have to say that this is a great electric shaver!I have sensitive skin, but didn't have any kind of ""break in"" period when I started using it.  I owned an electric shaver about 10 years ago and experienced a two or three week period of skin irritation.  Not so with this one.  In fact, my face has cleared up since I started using it.  I used to shave every other day with my Mach 3 razor to avoid skin irritation.  I not only shave every day now with my Braun, but I can also shave again in the evening if I have a date.The charge is right about what others have mentioned.  You can get a good 40 to 50 minutes of shave time with it.It shaves very close.  My skin has never been smoother and I don't have to put shaving cream or anything else on my skin to prepare it for shaving.  All you need is dry skin and your shaver.  It does take a little extra effort on my neck, but I've adapted over the past month.  I just shave it from different angles, pull my skin tight, and apply a bit of pressure.  Again, it's a very close shave.  At least as good if not better than my Mach 3.Also, like other reviews, I'm still trying to figure out what Braun was thinking when they designed that travel case.  Where am I supposed to put my electric cord?  The poor design of the travel case is my only complaint about this shaver.It's very easy to clean.  Don't spend extra money for a shaver with cleaning solution that you have to purchase again and again.  With a little practice, I've reduced the time required to clean my razor to under a minute.  All you need is hot water!  I remove the foil and the cutting block and clean them after every shave.  I then leave the parts on the counter next to the sink to air dry.This is a great shaver that I strongly recommend to everyone who still uses blades",5.0,positive
4667,B0000X63LM:missing_key_information_in_instructions:brian_bush,"I just got this thing and I'm happy with it in general, but there is a reference to an ""IMPROVE YOUR MEASURING SKILLS"" guide that is not included. It is impossible to get reliable results with this tool without a diagram of where to get the measurements. Just saying chest, abdomen, thigh is ridiculously unclear. It is also somewhat difficult to learn how to pinch fat only. The first few times you are likely to get crazy results.I was able to find this manual page on the internet:http://www.accufitness.com/products/fattrack_pro_manual2.htmlIt cleared up most of my issues.--bria",4.0,positive
4668,"B00025HFJW:disapointed:candace_s._beverly_""consumer""",This product was not as I expected.  It is much weaker than ones used in the past. It certainly was not worth the price I paid. I returned this item.,1.0,negative
4669,"B000F3QG0U:great:ceara_elise_garcia_""super_ceara""","I bought this to drown out noise while my baby sleeps and it does just that. Although, I wish now that I had gotten a sound machine that has more options, or a different variety - on some you can even combine different sounds to customize your own. I really only use the ""rain"" sound. I would like the ""ocean"" sound except there are loud seagulls in the background, and I'm afraid they'll wake my baby, since I turn the machine up loud enough to mask outside noise. The other sounds are the heartbeat, waterfall, summer night, and rainforest. My baby seemed to like the heartbeat sound, but I sleep in the same room and it kept me awake - to me it sounds more like someone beating a drum. The waterfall doesnt sound like much at all - just your basic static white noise sound, and the other two are nice for background ambiance, but they dont drown out anything. I gave this 4 stars though, because it works for what I bought it for, the sound quality is great, and it's simple - easy to use, it's very portable, and it has a battery or an AC option. Now that I have a sound machine I dont know how I got along without one - especially with a baby and a household of barking dogs",4.0,positive
4670,268719,"I have very sensitive skin and tried wet shaving with several different electrics and this shave stick beats foam and loation hands down.  As other reviewers point out the stick is made of talc in a parafin base.  It makes dry shaving extremely smooth, as smooth as shaving with foam or lotion but without any of the mess.  You can use this with any type of electric, not just Remingtons, and it's very easy to clean out, just tap it out and/or blow and/or brush.  Highly recommende",5.0,positive
4671,B0009OAFU2:remington_pro_mb-400_trimmer:e._david,"Quick and easy to use.  Good blade guard for determining length of beard.Somewhat awkward to hold at different angles.  On/off switch is in a ""counter-intuitive"" position - I sometimes have to search for it unless I'm looking straight at it",4.0,positive
4672,"B0001VL4A8:excellent!:melissa_w._miller_""health_consious""",These are some of the highest grade products and supplements on the market today and the quality is top grade!!,5.0,positive
4673,"B00022WC1Q:worst_clippers_ever:bradley_a._barkett_""pretentious_book_reviewer""","Ok I picked up a corded Vidal Sassoon hairclipper at Target. The thing was so absolutely horrible that I had to come to Amazon to vent about it. The blades seemed blunt, if not nonexistent. It would only cut little tufts of hair, and the hair had to be taut, literally held by my fingers. It literally tried to rip the hair out of my head. My follicles still hurt from the hour or so I spent trying to shave my head with this terrible clipper. Most of the hair I actually successfully removed, was due to scissors. Lubrication and blade adjustment with the screwdriver had no effect--the blades weren't *stuck*, they just *suck.*I don't care how much money Vidal Sassoon spends trying to portray themselves as the trendy cutting edge in fashion maintenance--judging from this horrible experience, they really, really do not know how to make a decent hairclipper. I have shaved my head plenty of times over the last few decades, and I have seen some bad clippers, but never have I experienced a clipper that was so bad that it would probably be bested by a haircut given by a sharpened stone instead.",1.0,negative
4674,B000GWJD14:never_buy_this_one.:zhu_ying,"I bought this Apple humidifier in early November. It stopped working soon at the first time I used it. I later found out that there was no water exchange unless you shake it or move it so that it might continue to work for a while and then stopped again. You have to repeat the above steps in order to keep it working. I contacted the manufacturer and got replacement. However, the new one has the same problem, and what's worse, it leaks!! I talked to the manufacturer again, but they didn't think there should be such problem and refused to do anything else. Now I have to keep this defected machine and have no idea what to do",1.0,negative
4675,B000E8UCMO:love_these_baby-safe_disposables:brooklyngrll,"I love these baby-safe disposable diapers. I use Kissaluvs cloth diapers during the day on my little girl, but use the Tushies at night and when we're on the run or traveling. The absorbancy is great for at night--better than the Kissaluvs with a booster doubler. They keep the moisture away from her skin--and safely since there is no gel used in these diapers (FYI, the gels used in other diapers have never been proven to be safe and the federal government does not regulate materials/chemicals used in baby diapers--which means manufacturers are not required by law to disclose the materials/chemicals used in the diapers. Kinda makes you wonder why infertility rates are on the rise! Hmmm.). Sometimes we have poop blowouts when we're on the run since the barrier cuff at the leg is latex-free (which is a good thing, though--makes diaper more baby-safe), so I just use a Bummies Super Whisper Wrap diaper cover over the Tushies diaper--just in case.These diapers come highly recommended if you care about what you put against your baby's skin. I can't protect her from all the bad stuff, but this is just one small thing that I can do at home to reduce her exposure to nasty chemicals & materials",5.0,positive
4676,B0002AHY4S:cheap_and_plastic:jeff_stephenson,This thing does not stay in place. I needed a sponge to prop it up. Also don't let the chrome finish fool ya. It's plastic all around and feels cheap. Right now this is in a box going right back where it came from. No good.,2.0,negative
4677,B000A3I4J6:not_terrible_but_not_real_accurate_either:eduardo_nietzsche,"Amazon has this at a great price, I paid almost double at a local Target store.  However I found that this device was still a little off, maybe 10%, compared to a manual blood pressure monitor.  It's especially sensitive to the testee moving around even a little during testing.Maybe in another 10 years they'll finally perfect this technology",4.0,positive
4678,B000H3405Q:stop!!!!_don't_buy_these_crappy_diapers!!!:robyn_miller,"I bought two boxes of these Luv diapers (thats 448 diapers!) and I sure wish I had spent a little extra for Pampers Swaddlers.  These diapers leak out the top because they don't have any elastic on the tabs or anywhere on the waist.  Even the generic Kroger diapers have elastic waistbands!  I am just sad that I have to use these crappy diapers for so long! I also think they run small so I probably will not even use them all. What a waste!  The only good thing about these diapers is the price, but, I would highly recommend that you just buy your store brand instead if money is an issue.  P.S. I don't like Huggies either because they leak out the legs! Hard to find a good diaper",1.0,negative
4679,B0009IK198:not_so_great!:russell_stringer,"I found that I could not get a close shave,  if I was working I would have to shave later in the day to get by.  Luckily I am retired so no problem.  I also cannot cut some of the beard on the lower part of my neck and have to use the trimmer to cut any long hairs.  Not as good as my old Norelco.",2.0,negative
4680,B0006I8GVQ:best_price_by_far:journey,"These glasses are perfect for someone who has to keep reading glasses handy.  I have seen them for sale in Spain for $70 and in Italy for $100. The Amazon price for the clics is certainly the best by far.  The only suggestionI have is that they are not good for airplane reading because if you restyour head on the seat, the back of the frame moves forward and the glasseswill not be centered properly.  They are, however, a great conversation starter",5.0,positive
4681,B0001ATEJC:it_does_what_it_says_it_will:new_attetewd,"When used at least 6 days per week for 15 minutes it does a great job at nearly eliminating breakouts and keeping skin clear for my 14 year old daughter.  I got the light because I had noticed that she did not break out during the summmer months, and hoped that using this light would have a similar effect, and it does.  Much better results than benzoyl peroxide and salicylic acid products alone have had.  We have found that she can skip one day, but if 2 days are missed, breakouts reoccur. I think that over time it will pay for itself when considering what I have spent on expensive over-the-counter acne treatments.  We are now getting by with just an inexpensive Equate brand cleanser and a foundation for acne-prone skin",5.0,positive
4682,"B000C1Z19M:soft_and_feminine_fragrance,_stays_on_all_day.:anjana_a","I use Chanel Allure, DKNY Be Delicious, Michael Kors Michael regularly and Shi is fast becming my regular scent too. I needed a fragrance that worked well for day wear and would not over-power people around me yet stayed on all day. Shi fitted in perfectly - it's floral with musky undertones, very soft and feminine but strong enough to work for me. On me it lingers all day. Just to give you an idea of similar ""blue"" fragrances - I like Light Blue too which was great for day wear but it was too light for me, and I was tired of Davidoff's Cool water after 3-4 years of day time usage. Shi works perfectly for me",5.0,positive
4683,B00008WMGT:great_gift!:r._costanzo,I was invited to a baby shower and it was a big hit! Very reliable and useful,5.0,positive
4684,"B0000CC64W:very_nice,_instant_glow:k._shah_""soulsearch""",Mine is dry sensitive skin and the cream works well. I like the way this cream gives instant glow,4.0,positive
4685,B000EB8034:seeing_results_after_only_3_days!!!:j3fer,"Well, I won't reveal my age here, and I don't know if my teeth were yellowed enough to NEED 20 years taken off them, but I will say I - and others around me - am seeing results after only 3 days with this system.I received a free sample package through BzzAgent, a company that creates ""buzz"" about products through word of mouth.  However, I am a natural skeptic... I guess I believed these products were just out there to prey on vulnerable smokers who are self-conscious from all us non-smokers picking on them.As a non-smoker who nevertheless loves dark-coloured drinks (coke, root beer, tea, coffee), I've never used any kind of whitening product, except toothpastes which didn't work.From the Crest Whitestrips commercials, I thought the strips would be something almost invisible that you could wear while at work, on the subway or wherever.  Not quite!  For what it's worth, they sort of look and feel like bandaids on your teeth; slippery bandaids that wiggle around if you try to do anything more stressful than write Amazon reviews.  :-)BUT let's put this into perspective:  you use them twice a day (1/2 hr each time) for ten days and you're DONE for a good long while (how long depends on your personal eating/drinking/smoking habits).  You can even use one strip for 1/2 an hour, then start your second strip right away afterwards... to get it all over with even faster. The first evening I tried Whitestrips Renewal, I put them in to watch TV, and I don't think I had them in quite right because they kept slipping around.  Also, I didn't rinse my fingers and the peroxide made my fingertips turn white and sting.  However, a quick rinse took care of that.  DO NOT get this stuff in your eyes, on your clothing or any other delicate surface.  It's powerful stuff!Anyway, I was cursing the strips until I realized that I would just have to not speak for half an hour while I had them in.  Maybe other people can manage it, but talking doesn't work for me with the strips in.  Since then, it's been a breeze each time.SO... I guess the caveats are that you should set aside time to do this, during TV-watching or web-surfing downtime (as a bonus, you may lose weight from not snacking for that half-hour!), and not expect to be out doing errands with the strips on like the people in commercials seem to be able to do.Anyway, if you want to turn back the clock by a few years and turn up the compliments, the Whitestrips Renewal system seems like a great way to go - at a fraction of the cost of professional dental whitening",4.0,positive
4686,B000GB1HMI:full_size_is_not_sized_for_a_full_size_bed:d._waters,"This product would be excellent but runs fully 4"" too narrow and 3"" too short.  This creates an aprox. 2"" lip around the entire matress. Very odd. This short coming disturbs the experience substantially. The laminated back works well. Be sure to purchase the product sized for a bed size larger than the one you own and it should be fine",2.0,negative
4687,B000FKJKIS:absolutely_great_soap!:jennie_kirkpatrick,"I have, on the advice of my OB/GYN been using Dove(white) for over 25 years!!My skin is very sensitive and dry and he recommended I should use it instead of other brands. He was not wrong! It works very well for me",5.0,positive
4688,"B000AM85RI:it_gets_what_vacuums_dont!_also,_great_for_older_folks...:k._corn_""reviewer""","This is one of those products I'd put on my ""must have"" list if I had an elderly parent who couldn't handle a vaccumm and had some area rugs or runners near the front door or entrance to any room. For daily touch-ups, these things can't be beat. They are extremely light and get all the stuff that gets dragged into the house between deep vacuuming.   Of course, I really believe that a doormat at the front door will go a LONG way in keeping out a lot of the dust and debris. For the stuff that gets by that, use the Carpet Flick. I tend to shake out my runners and deep vaccum them regularly but I've noticed that some people who are elderly don't have the strength for that.      Because I help out taking care of two people over 90, this has been a great help to them in maintaining their independence and ability to keep things clean when I'm not around...and I'm all for helping people to help themselves stay functional!",5.0,positive
4689,B00013Z0WO:awesome_product:canadian,"I have been using the Source of Life energy shake for more than a decade.  I can tell quite a difference in my energy levels.  People accuse me of being hyperactive at work.  This shake is delicious when mixed with a banana but still good on it's own.  No chalky taste, no after taste.  When I moved to Canada where it is not available, I gladly pay the shipping costs from America.  Thank You Nature's Plus for a great product.",5.0,positive
4690,B00011JV26:good_product:scout,"This product was really simple and easy to use. I have never dyed my betty before, but with the directions and the product, it was not a problem at all. The results are great, too. It comes out a bright pink, or ""fun pink"" like the package says.  I recommend it for anyone looking for something different and out-of-the-ordinary. I love this product, and will definitely use it again",5.0,positive
4691,B000BQKH8I:great_tool:h._mallory,"I took ""My"" unit to a monthly meeting for seniors.  Their machine broke & I took mine as a replacement.  They liked it so well, they had me buy this unit for the monthly meetings.  They like all the different aspects of the machine.  A suggestions could be to include a card that you could carry in your wallet & write down the date & the numbers from the machine?",5.0,positive
4692,"B0002XN3V8:barely_effective_for_those_with_darker_hair!:ashley_white_""shopaholic""","As the reviewer below mentioned, this device neither shaves nor removes the hair around the bikini area, but instead seems to trim it down to a small point. This is ok if all you want is to not have long hairs creeping around, but I was expecting a much smoother result, and this thing doesn't cut it! I have very dark hair, and it was still visible after trimming, plus it hardly seemed to touch thicker hairs! Where this does work quite well is on my upper thighs, where the hair is lighter and finer, but I have other things to remove hair there! All-in-all, I'm disappointed by this device and wouldn't recommend it in place of waxing, epilating, or just plain shaving",2.0,negative
4693,"B000HJINT4:excelent_if_you_are_in_canker_sore_pain:eddie_cohen_""worldly_shopper""","This is a review from my wife, she is the one who uses this toothpaste.. The reason she claims that it works so well is because it has no foaming action.. so it just cleans and helps somehow prevent canker sores, and to be honest it has been working for her..",5.0,positive
4694,"B0006ZUHWK:very_useful:t._mcalpin_""anime_otaku""","I tried the Swiffer duster once and got hooked.  They work so good that I ended up buying a second duster, a Swiffer wetjet mop, Swiffer broom, and extra refills.  It's definitely worth buying and using",5.0,positive
4695,285236,"I was surprised to open this pedometer page after sometime and see all the negative reviews it receives. I have been using this specific model for more than 3 months now and I am really satisfied with it. It is really accurate (&lt;1% declination, I have performed more than four tests of more than 400 steps during different times of its life and I have seen a couple of cheap pedometers performing much worse), clips firmly to belt or pants, displays the time conveniently and has nice backlight, even has a radio which works, although as most people said, not really its best feature. The truth is that I am not using the radio at all, mostly because I believe the batteries will last longer and it will save me from extra trips to Walmart. But I have tested it and it works, although nothing impressive there. Of course, for the money, I think you cannot go wrong with this pedometer.One funny comment is that, although most people complain it cannot open very easily, after sometime it will open more easily that you think. Actually it has been a couple of times where putting a bag on my shoulders or a waist pouch and applying some pressure on it by mistake, will open it wide, so it does not count any steps. But it does not open by itself anyway, needs external force for this to happen, so it does not happen often.All in all, I am sure that the plastic construction and the less than rigorous production testing will result in many pieces that do not function properly and will result in bad reviews. Maybe I have been lucky, maybe not, but this has been one of the best and most reliable devices that I carry and use every day. And a great incentive for walking and exercising more",5.0,positive
4696,B000A09DFS:great_product!:virginia_e._larsen,"Insulow has been working well, along with a low carb diet, to keep my blood sugars pretty near normal.  I saw a marked improvement right away once I started using it.  I know I will continue to use this product as part of my diabetes control",5.0,positive
4697,"B0002KWV4Q:great_little_gadget:vickie_p_""torian""",I bought 2 of these for gifts for Christmas. The recipents of these gifts just keep raving about how wonderful they are. Very Quick service and the products arrived when they were suppose to. Keep up the great work,5.0,positive
4698,B000H2B5O6:gillette_is_like_the_mafia_of_shaving_blades.:manwithnoname,"Once you're stuck with Gillette, you're stuck for life!!!!  OK so yah this new blade system they got going on is nice.  It is a nice shave. And the first use or 2, it doesn't feel like shaving cause it's that smooth.  But really that's it.  You only get maybe 4 shaves out of each blade before you have to switch.  Unless you LIKE looking like a bloody mess.  Expensive - Gillette has a death grip on all American men.  Cause the stuff works that good but they charge you a mint just to get the goods. I like it, I'm a user, but arg there's no way these are worth so much money.",4.0,positive
4699,"B00006K14U:my_first_pre-scrubber...:b._-_rw_""slightcamber""","This was my first pre-scrubber.  I had been getting bumps and just not getting a good shave with some of the creams and lotions in the past.  After a hot shower, rub this on, and then the cream and go for it.  You'll be surprised the difference it makes in shaving",5.0,positive
